longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-94.258,39.4,WATK,Watkins Mill State Park,SP,816.580.3387,all year,,96,,E DP DW SH RS,MO,6,E,Kearney
-93.538,37.894,WEAU,Weaubleau City Park,CP,,,,,,E ND NS,MO,0.3,NE,Weaubleau
-90.812,37.151,WEBB,Webb Creek - Clearwater Lake,COE,573.233.7777,,,,,WE DP DW SH NR,MO,10.6,SE,Ellington
-94.871,39.394,WEST,Weston Bend State Park,SP,816.640.5443,all year,,,,E DP 40ft DW SH RS,MO,2,SE,Weston
-93.374,37.88,WHEA,Wheatland - Pomme de Terre Lake,COE,417.282.5267,mid apr-late dec,,,,WE DP DW SH RS PA L$,MO,5.3,SW,Hermitage
-93.544,38.36,WIND,Windsor Crossing Park,,,,,,,NH ND NS RS PA L$,MO,3.5,N,Tightwad
-97.554,46.76,ALIC,Alice City Park,CP,701.689.6421,,unknown facilities,,,E,ND,0.2,SE,Alice
-103.588,48.057,AMER,American Legion Park - Williston,CP,701.572.3612,,unknown facilities,15,1860,E ND NS,ND,6.4,S,Williston
-101.278,48.992,ANTL,Antler Memorial Park,CP,,,outdoor toilets,,1522,E DP N$,ND,1.5,N,Antler
-97.213,47.102,ARTH,Arthur Park,CP,701.967.8327,,,,,E,ND,0.3,SE,Arthur
-99.378,46.033,ASHL,Ashley RV Park,CP,701.288.3186,,,9,2010,WES,ND,0.3,W,Ashley
-100.556,46.503,BADG,Badger Bay,COE,701.255.0015,,,6,1614,NH ND NS NR,ND,22.4,NW,Linton
-95.471,42.336,BADG,Badger Creek Rec Area,CP,701.255.0015,,,,,NH,ND,,,
-101.29,47.11,BALL,Ball Park RV Park,CP,701.794.3502,,,10,1962,E ND NS RS L$,ND,0.6,SE,Center
-102.95,48.872,BAUK,Baukol - Noonan Trout Pond,CP,701.925.3000,,,,1988,E VT,ND,2.9,SE,Noonan
-101.915,47.459,BEAV,Beaver Bay Rec Area - Zap,CP,,,primitive = unknown facilities,,1867,NH ND NS,ND,11.9,N,Zap
-100.533,46.25,BEAC,Beaver Creek - Lake Oahe,COE,701.255.0015,mid may-mid sep,,40,1652,WES DP DW SH RS PA N$,ND,14.4,W,Linton
-99.618,46.404,BEAL,Beaver Lake State Park,SP,701.452.2752,mid may-late aug,,,2037,E DP DW SH RS,ND,10.2,SE,Napoleon
-96.88,47.621,BELM,Belmont Park - Buxton,CP,,,,10,,WE ND DW L$,ND,,,
-103.348,47.491,BENN,Bennett,NF,701.842.2393/701.250.4443,,,15,2237,NH NS NR,ND,21.7,S,Watford City
-101.729,48.317,BERT,Berthold Cenex RV Park,CP,701.453.3481,early may-late oct,,10,2070,WE DP N$,ND,0.5,NE,Berthold
-101.773,47.506,BEUL,Beulah Bay Rec Area,CP,701.873.5916,,,,1900,WE DP DW SH L$,ND,16.7,N,Beulah
-101.784,47.254,BEUP,Beulah Park District Eagles RV Park,CP,,,,,1775,WE DW SH,ND,0.7,SW,Beulah
-98.35,47.563,BINF,Binford Park Campground,CP,,,,6,1522,WES DP FT DW SH,ND,0.2,NW,Binford
-99.36,48.639,BISB,Bisbee (Big Coulee) Dam,CP,,,unknown facilities,,1589,NH ND NS,ND,1.2,NE,Bisbee
-103.734,48.429,BLAC,Blacktail Dam,CP,701.826.4601,,,32,2086,E DP FT DW SH,ND,20.2,N,Williston
-100.432,48.823,BOTT,Bottineau City Park,CP,701.228.3232,,well maintained,16,1634,WES FT DW,ND,0.7,SE,Bottineau
-102.25,48.804,BOWB,Bowbells RV Park,CP,701.377.2608,,,,1959,WES DP,ND,0.2,W,Bowbells
-99.705,47.473,BOWD,Bowdon RV Park,CP,701.962.3821,,quiet,6,1805,WES DP FT DW SH,ND,0.2,NE,Bowdon
-103.39,46.177,BOWM,Bowman Lions Park,CP,701.523.3251,,,,2950,NH DP NS,ND,0.5,SE,Bowman
-103.246,45.99,BOWH,Bowman-Haley Lake,COE,701.252.7666,,,,2797,E DP FT DW SH NR,ND,15.1,SE,Bowman
-100.091,46.564,BRAD,Braddock City Park,CP,701.332.6776,,primitive - unknown facilites - no trees,,1859,E DP DW,ND,0,SW,Braddock
-100.885,47.547,BREK,Brekken - Holmes Rec Area,CP,701.250.4592,,,18,1848,NH DW NS,ND,13.3,NE,Underwood
-97.415,47.1,BREW,Brewer Lake Rec Area,CP,701.668.2582,all year,,8,,E DP DW SH,ND,1.7,SW,Erie
-103.675,46.954,BUFF,Buffalo Gap,NF,701.225.5151/701.250.4443,early jun-late aug,,48,2576,NH ND SH NR L$,ND,7.6,W,Medora
-100.767,48.327,BUFL,Buffalo Lake County Park,CP,701.728.6942,,,,1551,NH N$,ND,5.4,NE,Granville
-99.853,48.024,BUFF,Buffalo Lake Sportsmen,CP,701.249.3461,,hand pump,5,,E DW,ND,4.3,W,Esmond
-97.548,46.923,BUFF,Buffalo RV Park,CP,701.351.1154,,,8,,E DP,ND,0.2,N,Buffalo
-103.444,46.597,BURN,Burning Coal Vein,NF,701.225.5151/701.250.4443,,,10,2536,NH ND NS NR N$,ND,23,SW,Belfield
-100.666,47.838,BUTT,Butte City Park,CP,701.626.7177,,,,1736,E DP,ND,0,SW,Butte
-103.373,46.179,BUTT,Butte View Park,CP,701.523.3896,,,50,2966,E DP DW SH,ND,1.1,E,Bowman
-99.202,48.494,CAND,Cando,CP,701.968.3383,,,15,,WES DP DW SH,ND,0.6,NE,Cando
-100.552,48.877,CARB,Carbury Rec Area,CP,701.228.2225,,,10,1630,E,ND,5.9,NW,Bottineau
-101.713,48.444,CARP,Carpio City Park,CP,701.468.5953,,,,1690,,ND,0.1,NE,Carpio
-101.713,48.444,CARP,Carpio City Park,CP,701.468.5960,,,10,1690,E,ND,0.1,NE,Carpio
-100.592,46.095,CATT,Cattail Bay,COE,701.255.0015,,unknown facilities,6,1609,NH ND NS NR,ND,20.8,W,Strasburg
-103.276,47.586,CCC,CCC,NF,701.842.2393/701.250.4443,,,38,1983,NH ND NS NR,ND,14.9,S,Watford City
-98.36,48.303,CENT,Centennial City Park - Lawton,CP,701.655.3641,,unknown facilities,1,,E,ND,,,Lawton
-101.295,47.114,CENT,Center RV Park,CP,701.794.3502,,,20,1972,WES DP RS,ND,0.3,SE,Center
-96.599,46.271,CHAH,Chahinkapa Park,CP,701.642.2811,,,6,,E DP DW SH L$,ND,0.5,NE,Wahpeton
-100.719,47.358,CHAI,Chain of Lakes Rec Area,BOR,701.221.1285,,,55,1845,NH DP VT NR,ND,14.1,N,Wilton
-103.266,47.8,CHER,Cherry Creek Campground,CP,701.842.2626,,,,2054,WES DP DW SH,ND,0.8,E,Watford City
-98.048,46.682,CLAU,Clausen Springs Co Park,CP,,,shade - well maintained,,,E,ND,3.8,W,Kathryn
-98.181,47.313,CLIN,Clinton A. Brown Memorial Park,CP,701.769.2218,,,10,,WE SH,ND,0.3,E,Hannaford
-99.067,46.012,COLD,Cold Water Park,CP,701.288.3342,,,,1960,E L$,ND,14.7,E,Ashley
-102.776,48.905,COLU,Columbus City Park,CP,701.939.5243,,small,,1923,E ND L$,ND,0.2,E,Columbus
-103.982,47.986,CONF,Confluence Access,CP,,,unknown facilities,,1879,NH ND NS,ND,1,SE,Buford
-98.117,47.448,COOP,Cooperstown City Campground,CP,701.797.3722,,,6,,WES DP DW SH,ND,0.4,NE,Cooperstown
-103.528,46.948,COTT,Cottonwood - Theodore Roosevelt National Park,NP,701.623.4466,all year,,,2279,NH DP 45ft DW NS NR L$,ND,,,
-101.005,47.212,CROS,Cross Ranch State Park,SP,701.794.3731,all year,,,1752,E DP SH RS,ND,5,SE,Hensler
-97.668,48.604,CRYS,Crystal City Park,CP,,,unknown facilities,,,NH,ND,,,Crystal
-101.603,46.895,DANZ,Danzig Dam,CP,,,primitive - unknown facilities,,2118,NH VT,ND,12.6,N,Almont
-97.625,46.371,DEAC,Dead Colt Creek Rec Area,CP,701.683.4150,,,40,,E DP SH L$,ND,5.6,SE,Lisbon
-98.466,46.537,DICK,Dickey City Park,CP,701.320.5991,,,12,,WES DP,ND,0.1,E,Dickey
-101.598,47.578,DOUG,Douglas Creek Bay - Lake Sakakawea,COE,701.654.7411,,,17,1868,NH ND NS NR,ND,9.9,SW,Garrison
-101.427,47.481,DOWN,Downstream - Lake Sakakawea,COE,701.654.7440,early may-late sep,,117,1696,E DP DW SH RS PA L$,ND,2.4,SE,Pick City
-99.48,46.206,DOYL,Doyle Memorial State Park,SP,701.269.2116,all year,,12,2015,E DW SH NR,ND,5.1,SE,Wishek
-100.374,47.922,DRAK,Drake City Park,CP,,,,12,,E DP FT DW N$,ND,,,Drake
-98.004,47.158,EASA,East Ashtabula Crossing,COE,701.845.2970,early may-late sep,,38,,E DP FT DW SH RS,ND,16.2,N,Valley City
-101.262,47.618,EAST,East Totten - Lake Sakakawea,COE,701.654.7411,,unknown facilities,30,1854,E DP NS NR,ND,5.4,N,Coleharbor
-98.009,47.096,EGGE,Eggerts Landing,COE,701.845.2970,early may-late sep,,,,E DP 45ft DW SH RS,ND,11.9,N,Valley City
-103.363,48.279,EPPI,Epping RV Park,CP,701.570.7222,early may-mid oct,may be full - check,12,2203,WES DP,ND,0.3,W,Epping
-99.626,47.645,FESS,Fessenden City Park,CP,701.547.3291,,,8,1611,E DW SH L$,ND,0.3,SE,Fessenden
-97.794,46.763,FING,Fingal Campground,CP,701.924.8855,,small,,,WES DP,ND,0.2,NW,Fingal
-99.441,48.295,FIRL,Firemans Memorial Park - Leeds,CP,,,basic RV parking area,,1509,NH ND FT DW NS N$,ND,0.4,NW,Leeds
-103.642,47.843,FIRS,First Responders Park - Alexander,CP,701.572.3060,,shaded,6,2181,WE DP N$,ND,0.1,E,Alexander
-102.393,48.899,FLAX,Flaxton Water Tower Park,CP,701.596.3888,,small,,1936,E ND NS N$,ND,0.1,N,Flaxton
-97.762,48.175,FORD,Fordville Dam and Rec Area,CP,701.229.3317,,,45,,WES DP DW SH,ND,3.2,SE,Fordville
-100.839,46.748,FORA,Fort Abraham Lincoln State Park,SP,701.667.6340,all year,,,1640,E DP 45ft DW SH RS,ND,5.9,SE,Mandan
-104.001,47.986,FORB,Fort Buford State Historic Site,CP,701.572.9034,,unknown facilities - no shade,,1900,NH,ND,1,SW,Buford
-97.241,48.965,FODA,Fort Daer,CP,701.825.6819,,,,,E DP DW SH,ND,0.2,SE,Pembina
-97.936,46.542,FORR,Fort Ransom State Park,SP,701.973.4331,all year,,,,E DP DW SH RS,ND,,,
-100.584,46.505,FORR,Fort Rice Rec Area,CP,701.667.3363,,,10,1640,E,ND,26.6,SE,Mandan
-101.42,47.591,FORS,Fort Stevenson State Park,SP,701.337.5576,all year,,150,1881,E DP DW SH RS,ND,4.2,S,Garrison
-98.423,46.162,FULL,Fullerton City Park,CP,701.375.7261,,,,,E DP DW SH,ND,0.3,SE,Fullerton
-99.147,46.626,GACK,Gackle RV Park,CP,701.485.3243,,,6,1913,WES DP FT DW SH,ND,0.2,W,Gackle
-97.408,47.27,GALE,Galesburg City Campground,CP,701.488.2220,,,5,,E DW,ND,,,Galesburg
-103.091,46.127,GASC,Gascoyne Lake City,CP,701.275.6264,,unknown facilities,,2749,NH,ND,0.8,NW,Gascoyne
-100.795,46.746,GENE,General Sibley Park,CP,701.222.1844,,,,1631,E DP DW SH,ND,4.3,S,Bismarck
-101.85,46.814,GLEU,Glen Ullin Memorial Park,CP,701.348.3683,,,,2080,E DP NS,ND,1,W,Glen Ullin
-98.628,47.457,GLEN,Glenfield City Park,CP,701.785.2685,,,5,1506,WE FT DW,ND,2.8,W,Glenfield
-103.984,46.732,GOLV,Golva City Park,CP,701.872.3661,,,5,2818,E,ND,0.1,SE,Golva
-100.122,47.474,GOOD,Goodrich City Park,CP,701.884.2575,,,3,1958,ES DP SH,ND,0.2,E,Goodrich
-99.063,48.048,GRAH,Grahams Island State Park,SP,701.766.4015,all year,,,,E DP DW SH RS,ND,10.1,SW,Devils Lake
-97.09,47.874,GRAN,Grand Forks,CP,701.772.6108,,,,,E DP SH,ND,4.4,SW,Grand Forks
-97.378,47.969,GRAN,Grand Forks AFB Military,MIL,701.747.3688,,military only - do not use our lat/lon - contact them for directions and info,,,RS,ND,,,
-100.715,46.654,GRAN,Graner Park - Sugarloaf Rec Area,CP,701.667.3363,,,27,1618,E DP PA,ND,3.6,NW,Huff
-100.848,48.263,GRAV,Granville City Park,CP,701.728.6369,,,10,1518,E,ND,0.4,SW,Granville
-103.247,47.394,GRAS,Grassy Butte Community Park,CP,701.863.6906,,,25,2680,E VT,ND,0.1,N,Grassy Butte
-97.453,48.62,HAGE,Hager Park,CP,701.257.6640,,,,,,ND,0.3,W,Saint Thomas
-99.999,46.029,HAGU,Hague City Park,CP,701.336.7529,,,4,1896,E DP DW SH,ND,0.2,W,Hague
-96.906,46.064,HANK,Hankinson City Park,CP,701.242.7885,,,8,,E PA,ND,0.4,SW,Hankinson
-96.967,46.119,HANK,Hankinson Hills,NF,701.683.4342/701.250.4443,,,27,,NH ND NS NR,ND,4.7,NW,Hankinson
-100.966,46.944,HARM,Harmon Lake Rec Area,CP,,,primitive in 2012 - being developed to WES,,1759,NH ND NS,ND,8.9,NW,Mandan
-97.454,47.643,HATT,Hatton Park Board Campground,CP,701.543.4165,,,6,,WES,ND,0.2,N,Hatton
-102.471,45.974,HAYN,Haynes City Park,CP,701.567.2218,,primitive - unknown facilities,,2546,NH,ND,0,W,Haynes
-100.543,46.525,HAZE,Hazelton Area - Lake Oahe,COE,701.255.0015,mid may-mid sep,,,1641,E ND NS RS PA,ND,12.9,W,Hazelton
-100.284,46.484,HAZE,Hazelton City Park,CP,701.782.6802,,,10,1965,WES DP FT DW SH,ND,0.2,W,Hazelton
-101.626,47.502,HAZN,Hazen Bay Rec Area,,701.487.3474,,,70,1937,E DP DW SH,ND,14.3,N,Hazen
-101.833,46.593,HEAR,Heart Butte Reservoir (Lake Tschida),CP,701.584.3588,,2 campgrounds,,2111,NH ND VT NW NS N$,ND,13.1,N,Elgin
-99.138,47.827,HEND,Hendrickson Park,CP,701.996.3576,,,6,,E,ND,0.8,W,Sheyenne
-100.454,47.516,HOFF,Hoffer Lake Rec Area,CP,701.363.2205,,,16,1850,WE DW,ND,2.2,N,McClusky
-97.797,48.398,HOMM,Homme Dam Rec Area,CP,701.284.7841,,,,,E DW SH L$,ND,2.5,W,Park River
-97.715,47.32,HOPE,Hope City Park,CP,,,shade,,,E DW SH,ND,0.4,SE,Hope
-99.442,46.048,HOSK,Hoskins Lake Rec Park,CP,701.288.3347,,,,1991,E DP FT DW,ND,3.5,W,Ashley
-97.74,48.773,ICEL,Icelandic State Park,SP,701.265.4561,all year,,,,E DP 45ft DW SH RS,ND,5.5,W,Cavalier
-102.095,47.61,INDI,Indian Hills State Rec Area and Resort,SRA,701.743.4122,,,,1901,WE DP DW SH RS,ND,12.1,W,White Shield
-100.066,48.988,INTE,International Peace Garden,,888.432.6733,,,,2289,E DP DW SH,ND,12.1,N,Dunseith
-101.619,47.299,JOHN,John Moses Memorial Park,CP,,,small - unkonown facilities,,1739,E L$,ND,0.3,NE,Hazen
-103.337,47.594,JUNI,Juniper - Theodore Roosevelt National Park,NP,701 842.2333,,,50,1955,NH DP FT DW NR,ND,14.6,S,Watford City
-96.597,46.288,KIDD,Kidder Rec Area,CP,701.642.2811,,,8,,WE DP DW SH L$,ND,1.7,N,Wahpeton
-102.755,47.366,KILL,Killdeer City Park,CP,701.764.5295,,,12,2251,E DP FT DW SH N$,ND,0.4,S,Killdeer
-100.733,46.679,KIMB,Kimball Bottom,CP,701.255.0015,,primitive - unknown facilities,,1621,NH ND VT NS,ND,9.2,S,Bismarck
-97.776,47.965,KOLD,Kolding Dam/Upper Turtle Reservoir,CP,,,,,,NH ND NS,ND,4.9,SE,Niagara
-103.144,48.238,KOTA,Kota Ray County Park,CP,701.568.2204,,,,2117,E,ND,7.4,S,Ray
-98.943,46.301,KULM,Kulm City,CP,866.647.2712,,call first,8,1969,WES DW,ND,0.2,E,Kulm
-100.869,47.53,LAKE,Lake Holmes,CP,,,unknown facilities,,1832,,ND,1.2,NE,Turtle Lake
-99.441,46.048,LAHO,Lake Hoskins Park,CP,701.288.3347,,dispersed,,1994,E DP VT NW SH L$,ND,3.5,W,Ashley
-100.337,48.979,LAKM,Lake Metigoshe State Park,SP,701.222.1844,all year,,,2150,E DP DW SH RS,ND,11.6,NE,Bottineau
-102.646,48.559,LAKP,Lake Park - Powers Lake,CP,701.464.5434,,,12,2203,E SH,ND,0.3,S,Powers Lake
-101.452,47.524,LAKS,Lake Sakakawea State Park,SP,701.487.3600,all year,,,1884,E DP DW SH RS,ND,0.9,N,Pick City
-98.698,46.948,JAME,Lakeside Campground - Jamestown Lake,CP,701.252.2447,,,,,E DP SH,ND,2.6,N,Jamestown
-98.368,46.458,LAMO,Lamoure County Memorial Park,CP,701.883.5856,,no toilets,90,,E DP DW SH,ND,1,N,Grand Rapids
-98.373,48.765,LANG,Langdon City Park,CP,701.256.2115,,dispersed,12,1608,WES DP NW SH,ND,0.4,NW,Langdon
-100.499,45.978,LANG,Langeliers Bay,CP,,,primitive - unknown facilities,,1622,NH ND NS,ND,19.4,SW,Strasburg
-97.606,47.933,LARR,Larimore Dam Rec Area,CP,701.343.2078,,,144,,WES DP DW SH,ND,2,NE,Larimore
-97.866,48.688,LEGI,Legion - Mountain,CP,701.993.8723,,small - unkonown facilities,4,,E DP,ND,0.1,NW,Mountain
-97.418,48.421,LEIS,Leistikow City Park,CP,701.352.1842,,,,,E DP,ND,0.7,NW,Grafton
-101.643,47.294,LEWC,Lewis and Clark City RV Park,CP,701.748.2267,,,,1749,WES DP DW SH,ND,1,W,Hazen
-103.231,48.13,LEWI,Lewis and Clark State Park,SP,701.859.3071,all year,,,1894,E DP DW SH RS,ND,17.9,E,Williston
-97.142,46.076,LIDG,Lidgerwood City Park,CP,701.538.7443,,,8,,WE,ND,0.4,E,Lidgerwood
-96.788,46.854,LIND,Lindenwood Park,CP,701.232.3987,,,60,,WE DP 40ft DW SH,ND,1.6,S,Fargo
-99.831,48.969,LIOP,Lion Park at Lake Upsilon,CP,701 477.3149,,,,2115,NH,ND,5.7,W,St. John
-101.837,46.403,LIOE,Lions and Elgin Parkboard,CP,701.584.3045,,,14,2339,E,ND,0.4,E,Elgin
-102.859,48.153,LITT,Little Beaver Bay,CP,701.577.4500,,unknown facilities,76,1861,E DP,ND,20.8,NW,New Town
-100.763,46.688,LITT,Little Heart Schmidt Bottoms,CP,701.667.3363,,may be no camping - unknown facilities,15,1621,,ND,8.4,S,Bismarck
-102.758,47.558,LITM,Little Missouri State Park,SP,701.764.5256,mid may-mid sep,for reservations call park directly,,2442,E DP NS RS,ND,12.9,N,Killdeer
-97.95,46.632,LITY,Little Yellowstone County Park,CP,701.762.4450,,,,,WES DP,ND,3.3,S,Kathryn
-100.098,47.647,LONE,Lonetree Wildlife Management Area,SP,701.324.2211,all year,,,1647,NH NR,ND,,,
-103.473,47.308,MAGP,Magpie,NF,701.225.5151/701.250.4443,,,11,2230,NH ND NS NR,ND,35.3,S,Watford City
-100.115,47.825,MART,Martin City Park,CP,701.693.2856,,Check in at Someplace Else bar,,1629,WES DP,ND,0.1,S,Martin
-97.925,48.223,MATE,Matejeck Dam Rec Area,CP,,,,,,NH,ND,6.1,S,Lankin
-101.3,47.824,MAXP,Max City RV Park,CP,701.679.2848,,,8,,WES FT DW NR,ND,,,Max
-101.141,48.722,MAXB,Maxbass City Park,CP,701.268.3287,,,,1503,E DW,ND,0,N,Maxbass
-100.446,47.481,MCCL,McClusky City Park,CP,701.363.2543,,,,1913,WE DP DW,ND,0.4,S,McClusky
-102.931,48.585,MACG,Mcgregor Dam,CP,,,,,2268,E,ND,12.9,N,Tioga
-98.592,47.576,MCHE,McHenry City Park,CP,701.785.2112,,unknown facilities,,1506,NH,ND,0,NW,McHenry
-102.365,47.598,MCKE,McKenzie Bay Rec Area,CP,,,unknown facilities,,1869,DP DW SH,ND,17.1,SE,Mandaree
-98.166,47.762,MCVI,McVille Dam,CP,701.322.5600,,,,,WE L$,ND,0.5,E,McVille
-99.3,46.891,MEDI,Medina City Park,CP,701.489.3159,,,16,1811,WES DP DW SH,ND,0.2,S,Medina
-103.534,46.923,MEDO,Medora City RV Campground,CP,,,,,2264,E DP DW SH,ND,0.8,NW,Medora
-98.075,47.032,MELR,Mel Rieman Rec Area,COE,701.845.2970,early may-late sep,,27,,E ND DW SH RS,ND,,,
-98.118,48.026,MICH,Michigan City Parks,CP,701.259.2553,,primitive,4,1516,E ND DW NS,ND,0.2,NE,Michigan
-97.451,46.257,MILN,Milnor City Park,CP,701.427.9455,,,8,,WES DW SH,ND,0.3,SE,Milnor
-101.342,48.425,MINO,Minot AFB Military,MIL,701.723.3648,,military only - do not use our lat/lon - contact them for directions and info,,1626,RS,ND,13.5,N,Minot
-97.372,48.286,MINT,Minto City Park,CP,701.248.3858,,,,,NH VT,ND,0.4,S,Minto
-102.638,45.997,MIRR,Mirror Lake City Park,CP,701.567.4133,,,26,2667,FT DW SH,ND,0.3,S,Hettinger
-101.516,48.762,MOHA,Mohall City Campground,CP,701.756.6464,,,10,1640,E DP DW SH L$,ND,0.1,SW,Mohall
-98.59,46.172,MONA,Monango City Park,CP,701.349.3280,,,4,1503,E,ND,0.2,E,Monango
-96.842,46.269,MOOR,Mooreton City Park,CP,701.274.8827,,,,,NH,ND,1.7,E,Mooreton
-101.367,47.506,MORN,Morningstar Park,CP,701.654.7636,,,29,1960,E PT,ND,0.6,N,Riverdale
-102.322,46.371,MOTT,Mott American Legion Park,CP,701.824.3360,,,,2369,E DP,ND,0.3,SE,Mott
-98.309,48.917,MOUC,Mount Carmel Rec Area,CP,701.256.3964,,,200,1568,WES DP DW SH,ND,11.2,N,Langdon
-101.787,48.795,MOUS,Mouse River Park,CP,701.386.2875,,,,1680,E DP DW SH,ND,12.6,W,Mohall
-98.837,48.669,MUNI,Munich Park,CP,701.682.5466,,,5,1595,E DW SH,ND,0.2,W,Munich
-99.767,46.501,NAPO,Napoleon City Park and Campground,CP,701.754.2266,,,12,1959,ES DP,ND,0.5,S,Napoleon
-99.613,48.856,NEAM,Neameyer Field Campground,CP,701.477.3610,,,12,1801,ES DP DW SH,ND,0.3,SE,Rolla
-102.868,46.531,NEWE,New England South Park,CP,701.579.4422,,,,2557,NH,ND,0.6,S,New England
-101.948,46.372,NEWL,New Leipzig City Park,CP,701.584.2278,,,14,2324,E DP,ND,0.5,SW,New Leipzig
-102.531,47.985,NEWT,New Town Marina,CP,701.627.3900,,,55,1838,E DP DW SH,ND,1.9,W,New Town
-100.91,48.714,NEWB,Newburg City Park,CP,701.272.6253,,,,,E,ND,0.1,SE,Newburg
-103.008,48.886,NOON,Noonan Lions,CP,701.925.3000,,,7,1993,WES DP,ND,0.2,S,Noonan
-101.421,46.854,NORC,North City Park - New Salem,CP,701.843.8518,,,6,2142,E,ND,0.8,NW,New Salem
-99.127,47.687,NORR,North Riverside Park - New Rockford,CP,701.947.2461,,,13,1516,E DW SH,ND,0.7,NE,New Rockford
-102.268,48.923,NORG,Northgate Dam Rec Center,CP,701.377.2990,,unknown facilities,,1905,E,ND,8.4,N,Bowbells
-97.568,47.727,NORT,Northwood City RV Park,CP,701.587.6301,,,5,,E,ND,0.5,S,Northwood
-101.431,48.283,OLDS,Old Settlers Park,CP,701.838.2810,,,,1580,E L$,ND,0.5,N,Burlington
-98.771,46.971,PARK,Parkhurst  - Pipestem Lake,CP,701.252.7666,,,,1501,NH DP N$,ND,5.1,NW,Jamestown
-102.293,47.922,PARS,Parshall Bay Rec Area,CP,701.862.3362,,,43,1859,E DP DW SH,ND,7.6,W,Parshall
-102.843,46.868,PATT,Patterson Lake Rec Area,CP,701.456.2056,,,,2441,E DP DW SH L$,ND,2.7,W,Dickinson
-98.742,47.008,PELI,Pelican Point Landing - Jamestown Lake,CP,701.320.4444,,,,,E DP DW SH,ND,6.9,N,Jamestown
-99.519,47.12,PETT,Pettibone City Park,CP,701.273.4029,all year,,,1850,WE DW SH,ND,0.1,NE,Pettibone
-98.673,46.004,PHEA,Pheasant Lake County Park,CP,701.349.3249,,,,,NH,ND,7,W,Ellendale
-103.301,48.909,PION,Pioneer Village - Crosby,CP,306.965.5500,,call on arrival - no camping after mid july,,1962,WE DP NS L$,ND,0.5,SW,Crosby
-102.646,48.559,POWE,Powers Lake City Park,CP,,,excellent park - by lake,,2202,E DP FT DW SH L$,ND,0.3,S,Powers Lake
-101.526,48.015,RICE,Rice Lake County Park,CP,,,unknown facilities,,2071,NH VT,ND,18.4,SW,Minot
-101.784,47.254,RIVB,Riverside Park - Beulah,CP,701.873.5852,,,8,1775,E FT DW SH,ND,0.7,SW,Beulah
-99.248,48.794,ROCK,Rock Lake City Park,CP,701.266.5318,,outdoor toilets,,1539,E,ND,0.2,N,Rock Lake
-99.849,48.664,ROLE,Rolette RV Park,CP,701.246.3491,,swim,8,1621,WES FT DW RS PA L$,ND,0.4,NW,Rolette
-101.378,47.321,SAKA,Sakakawea Park,CP,701.745.3202,,,,1680,E DP,ND,0.2,E,Stanton
-97.689,46.446,SAND,Sandager Park,CP,701.683.3010,,,16,,WES DP,ND,0.5,NW,Lisbon
-99,48.945,SARL,Sarles City Park,CP,701.697.5270,,,,1591,NH,ND,0.2,W,Sarles
-103.811,47.673,SATH,Sather Lake,NF,701.842.2393/701.250.4443,,4 campgrounds,60,2267,NR,ND,14.1,SW,Alexander
-97.183,48.566,SCHU,Schumacher Park,CP,701.454.3830,,,,,WE DP DW SH L$,ND,0.4,SW,Drayton
-100.213,46.249,SEEM,Seeman Park,CP,701.254.4985,,,10,1729,E DW SH L$,ND,1.5,SE,Linton
-98.58,47.068,SHAD,Shady Cove Co Park,CP,,,,,1505,WES DP FT DW SH,ND,12.5,NE,Jamestown
-101.849,46.338,SHEE,Sheep Creek Dam,SRA,701.584.2354,,,,2248,NH ND NS NR,ND,4.6,S,Elgin
-98.8,48.073,SHEL,Shelvers Grove State Rec Area,SRA,701.766.4015,,,,,E DP DW SH NR,ND,4.1,SE,Devils Lake
-102.786,48.992,SHOR,ShortCreek Dam,CP,701.939.5681,,,40,1887,E,ND,6.1,N,Columbus
-97.573,46.024,SILV,Silver Lake Rec Area,CP,701.724.6241,,,,,E,ND,3.7,SW,Rutland
-102.666,48.613,SMIS,Smishek Lake City Park,CP,701.464.5108,,swim,30,2243,E DW SH,ND,3.5,N,Powers Lake
-98.746,47.01,SMOK,Smokeys Campsite and Landing,CP,701.252.0659,,,,1503,E DP,ND,7.1,N,Jamestown
-98.586,47.079,SPIR,Spiritwood Lake/Sandy Beach,CP,,,primitive - unknown facilities,,,NH ND NS N$,ND,13,NE,Jamestown
-101.327,47.615,SPOR,Sportsmens Centennial Park,CP,701.462.8541,early may-late sep,swim,121,1869,E FT DW SH,ND,4.8,SE,Garrison
-102.39,48.321,STAN,Stanley City Park,CP,,,get whirl-a-whip at Dakota Drug,10,2251,E DP NS N$,ND,0.3,N,Stanley
-101.355,47.621,STEI,Steinke Bay,CP,701.462.8541,,primitive - unknown facilities,,1866,NH ND NS,ND,3.6,SE,Garrison
-100.509,48.946,STRL,Strawberry Lake - Turtle Mtn State Forest,SF,,,,,2180,NH ND VT NS L$,ND,8.7,N,Bottineau
-99.363,46.659,STRE,Streeter City Park,CP,,,,,1939,NH FT DW,ND,0.3,W,Streeter
-98.345,47.875,STUM,Stump Lake Park,CP,701.662.3928,,,,,WE,ND,11.6,S,Lakota
-103.528,46.889,SULL,Sully Creek State Rec Area,SP,701.667.6340,early apr-late nov,,,2322,NH ND NS NR,ND,1.7,S,Medora
